,chapter,verse,translation,interpretation,orig
5109,58,6,"On the Day when Allah will resurrect them all and inform them of what they did. Allah has enumerated it, while they forgot it. And Allah is, over all things, Witness.","This verse emphasizes the concept of accountability on the Day of Judgment. It describes how Allah will resurrect all individuals and remind them of their actions, even those they may have forgotten. Allah is fully aware of everything, serving as a witness to all deeds and ensuring ultimate justice.",يوم يبعثهم الله جميعا فينبئهم بما عملوا أحصاه الله ونسوه والله على كل شيء شهيد
5110,58,7,"Do you not see that Allah knows what is in the heavens and what is on the earth? There is no private conversation among three but that He is the fourth of them, nor are there five but that He is the sixth of them - and no less than that and no more except that He is with them [in knowledge] wherever they are. Then He will inform them of what they did on the Day of Resurrection. Indeed, Allah is, of all things, Knowing.","This verse highlights the all-encompassing knowledge of Allah. It emphasizes that Allah is aware of everything that occurs in the heavens and the earth, including even the most private conversations. The verse conveys that Allah is present in the knowledge of every gathering, even when they are as few as three or five. It emphasizes that Allah's knowledge is absolute and covers everything, and on the Day of Resurrection, every individual will be informed of their deeds. It serves as a reminder of Allah's omniscience and His eventual judgment of all actions.",ألم تر أن الله يعلم ما في السماوات وما في الأرض ما يكون من نجوى ثلاثة إلا هو رابعهم ولا خمسة إلا هو سادسهم ولا أدنى من ذلك ولا أكثر إلا هو معهم أين ما كانوا ثم ينبئهم بما عملوا يوم القيامة إن الله بكل شيء عليم
5111,58,8,"Have you not considered those who were forbidden from private conversation, then they return to that which they were forbidden and converse among themselves about sin and aggression and disobedience to the Messenger? And when they come to you, they greet you with that [word] by which Allah does not greet you and say among themselves, 'Why does Allah not punish us for what we say?' Sufficient for them is Hell, which they will [enter to] burn, and wretched is the destination.","This verse highlights the hypocritical behavior of some people who engage in secret conversations plotting against the Prophet Muhammad (peace be upon him) and go against the prohibitions set by Allah. They are deceivers who speak ill of the Prophet and wish for punishment to be inflicted on them for their deeds. The verse warns about the consequences of such actions, emphasizing that Hell is a fitting punishment for those who behave in this treacherous manner.",ألم تر إلى الذين نهوا عن النجوى ثم يعودون لما نهوا عنه ويتناجون بالإثم والعدوان ومعصيت الرسول وإذا جاءوك حيوك بما لم يحيك به الله ويقولون في أنفسهم لولا يعذبنا الله بما نقول حسبهم جهنم يصلونها فبئس المصير
5112,58,9,"O you who have believed, when you converse in private, do not converse about sin and aggression and disobedience to the Messenger, but converse about righteousness and piety. And fear Allah, to whom you will be gathered.","This verse is advising the believers on how to conduct their private conversations. It emphasizes the importance of avoiding discussions involving sin, aggression, disrespect towards the Messenger, and instead encourages conversations about goodness, righteousness, and piety. It serves as a reminder to be mindful of Allah at all times, knowing that ultimately everyone will be gathered before Him.",يا أيها الذين آمنوا إذا تناجيتم فلا تتناجوا بالإثم والعدوان ومعصيت الرسول وتناجوا بالبر والتقوى واتقوا الله الذي إليه تحشرون
5113,58,10,"Indeed, the secret counsels of Satan cause only [gender and division] discord among the believers, so that he might grieve those who have attained to faith - however, he cannot harm them in the least, unless it be by God's leave: and in God let the believers place their trust!","This verse highlights the deceptive and divisive nature of Satan, indicating that his whispers and secret schemes are aimed at creating discord among the believers in order to cause sorrow to those who have faith. However, it reassures that ultimately Satan has no power to harm the believers except with the permission of God. Therefore, the believers are urged to place their trust in God as the ultimate protector and source of strength.",إنما النجوى من الشيطان ليحزن الذين آمنوا وليس بضارهم شيئا إلا بإذن الله وعلى الله فليتوكل المؤمنون
5114,58,11,"O you who have believed, when you are told, 'Space yourselves' in assemblies, then make space; Allah will make space for you. And when you are told, 'Arise,' then arise; Allah will raise those who have believed among you and those who were given knowledge, in degrees. And Allah is Acquainted with what you do.","This verse is advising the believers to be respectful and considerate in gatherings and meetings. They are urged to make space when asked to do so, and to stand up when required. By following these etiquettes, they not only demonstrate their obedience to Allah's command but also show respect to others. Those who are knowledgeable and believe will be exalted by Allah, who is aware of all their actions and intentions.",يا أيها الذين آمنوا إذا قيل لكم تفسحوا في المجالس فافسحوا يفسح الله لكم وإذا قيل انشزوا فانشزوا يرفع الله الذين آمنوا منكم والذين أوتوا العلم درجات والله بما تعملون خبير
5115,58,12,"O you who have believed, when you [wish to] privately consult the Messenger, present before your consultation a charity. That is better for you and purer. But if you find not [the means] - then indeed, Allah is Forgiving and Merciful.","This verse reminds the believers about the etiquette of approaching the Prophet Muhammad (peace be upon him) for private consultation. It encourages them to give a charity (sadaqah) before such a private meeting, as a way of seeking blessings and purification. If for some reason they are unable to give charity, Allah is forgiving and merciful, showing His understanding and mercy towards His believers.",يا أيها الذين آمنوا إذا ناجيتم الرسول فقدموا بين يدي نجواكم صدقة ذلك خير لكم وأطهر فإن لم تجدوا فإن الله غفور رحيم
5116,58,13,"Do you fear to present before your consultation charities? Then when you do not and Allah has forgiven you, then [at least] establish prayer and give zakah and obey Allah and His Messenger. And Allah is Acquainted with what you do.","This verse emphasizes the importance of giving charity willingly and sincerely for the sake of Allah. It also highlights that if someone fails to give charity when they could have, they can make up for it by performing prayers, giving zakah, and obeying Allah and His Messenger. It reminds believers that Allah is aware of all their actions and intentions.",أأشفقتم أن تقدموا بين يدي نجواكم صدقات فإذ لم تفعلوا وتاب الله عليكم فأقيموا الصلاة وآتوا الزكاة وأطيعوا الله ورسوله والله خبير بما تعملون
5117,58,14,Have you not seen those who have taken as allies a people with whom Allah has become angry? They are neither of you nor of them. And they swear to untruth while they know [they are lying].,"This verse highlights the consequences of forming alliances with those who have earned the anger of Allah. It warns against joining forces with such people, as their dishonesty and betrayal will eventually become apparent. The verse serves as a reminder to maintain alliances with those who uphold truth and righteousness, rather than compromising one's values for temporary gains.",ألم تر إلى الذين تولوا قوما غضب الله عليهم ما هم منكم ولا منهم ويحلفون على الكذب وهم يعلمون
5118,58,15,"Allah has prepared for them a severe punishment; indeed, they were doing [wrong].","This verse emphasizes the concept of accountability in Islam, highlighting that those who commit wrongdoing will face severe consequences. It serves as a warning to individuals to be mindful of their actions and to reflect on the morality of their deeds, as they will be held accountable for them in the hereafter. It encourages believers to strive for righteousness and to avoid engaging in activities that transgress the boundaries set by Allah.",أعد الله لهم عذابا شديدا إنهم ساء ما كانوا يعملون
5119,58,16,"They have taken their oaths as a cover, so they averted [people] from the way of Allah. So for them is a humiliating punishment.",This verse warns against those who use false oaths and deceit as a means to misguide people from the path of Allah. Such actions lead to a disgraceful punishment in the Hereafter for those who engage in them.,اتخذوا أيمانهم جنة فصدوا عن سبيل الله فلهم عذاب مهين
5120,58,17,Their wealth and their children will not avail them a thing against Allah. Those are the companions of the Fire; they will abide therein eternally.,"This verse highlights the ultimate futility of relying on material possessions and family ties when it comes to standing before the judgment of Allah. It emphasizes that true success and protection come from faith and righteous deeds, and that those who rely solely on worldly matters and neglect their spiritual well-being will face consequences in the afterlife. It serves as a reminder to prioritize one's relationship with Allah over worldly distractions.",لن تغني عنهم أموالهم ولا أولادهم من الله شيئا أولئك أصحاب النار هم فيها خالدون
5121,58,18,"On the Day when Allah will resurrect them all and they will swear to Him as they swear to you and think that they are upon something. Unquestionably, it is they who are the liars.","This verse emphasizes the Day of Resurrection when all beings will be brought back to life before Allah. People who used to challenge the truth and deny the existence of the divine will then realize their falsehood. They will swear falsely, just as they did in the world, thinking they had some power or authority. However, in reality, they will be exposed as liars and accountable for their falsehood.",يوم يبعثهم الله جميعا فيحلفون له كما يحلفون لكم ويحسبون أنهم على شيء ألا إنهم هم الكاذبون
5122,58,19,"Satan has overcome them and made them forget the remembrance of Allah. Those are the party of Satan. Unquestionably, the party of Satan - they are the losers.","This verse emphasizes the danger of being influenced by Satan and forgetting the remembrance of Allah. It warns against being part of Satan's party, which leads to loss and destruction. It serves as a reminder to always be mindful of Allah's presence and guidance to avoid falling into the trap of Satan.",استحوذ عليهم الشيطان فأنساهم ذكر الله أولئك حزب الشيطان ألا إن حزب الشيطان هم الخاسرون
5123,58,20,"Indeed, those who oppose Allah and His Messenger are among the most humiliated.","This verse emphasizes that those who go against the guidance of Allah and His Messenger will face humiliation. It serves as a reminder of the consequences of disobeying Allah and His teachings, indicating that a person's defiance towards the divine commandments will only lead to degradation and loss.",إن الذين يحادون الله ورسوله أولئك في الأذلين
5124,58,21,"Allah has written: 'I will surely overcome, I and My messengers.' Indeed, Allah is Powerful and Exalted in Might.","This verse emphasizes the inevitability of the victory of Allah and His messengers over all adversaries. It highlights the strength and might of Allah, reassuring believers that ultimately, the truth will prevail. It also serves as a reminder that no matter the challenges faced, believers should trust in the power and supremacy of Allah.",كتب الله لأغلبن أنا ورسلي إن الله قوي عزيز
5125,58,22,"You will not find a people who believe in Allah and the Last Day having affection for those who oppose Allah and His Messenger, even if they were their fathers or their sons or their brothers or their kindred. Those - He has decreed within their hearts faith and supported them with spirit from Him. And We will admit them to gardens beneath which rivers flow, wherein they abide eternally. Allah is pleased with them, and they are pleased with Him. Those are the party of Allah. Unquestionably, the party of Allah - they are the successful.","This verse highlights the importance of loyalty to Allah and His Messenger above all else. It emphasizes that true believers should not have affection or support for those who go against the teachings of Allah and the Prophet Muhammad, even if they are close relatives. Those who maintain faith in their hearts and stay loyal to Allah will be rewarded with paradise, where they will dwell eternally in pleasure. This verse serves as a reminder of the importance of staying steadfast in one's faith and loyalty to Allah.",لا تجد قوما يؤمنون بالله واليوم الآخر يوادون من حاد الله ورسوله ولو كانوا آباءهم أو أبناءهم أو إخوانهم أو عشيرتهم أولئك كتب في قلوبهم الإيمان وأيدهم بروح منه ويدخلهم جنات تجري من تحتها الأنهار خالدين فيها رضي الله عنهم ورضوا عنه أولئك حزب الله ألا إن حزب الله هم المفلحون
5126,59,1,"Glorify Allah, whatever is in the heavens and whatever is on the earth; and He is the Exalted in Might, the Wise.","This verse emphasizes the omnipotence and wisdom of Allah, and commands the glorification of Him for all that exists in the heavens and the earth. It serves as a reminder of His power and wisdom as the Creator and Sustainer of all things in the universe.",سبح لله ما في السماوات وما في الأرض وهو العزيز الحكيم
5127,59,2,"He it is Who turned out those who disbelieved from among the People of the Scripture from their homes at the first gathering. You did not think they would leave and they thought that their fortresses would protect them from Allah. But [the decree of] Allah came upon them from where they had not expected, and He cast terror into their hearts so they destroyed their homes by their own hands and the hands of the believers. So take a lesson, O you who have insight.","This verse from the Qur'an highlights the power and authority of Allah in dealing with those who opposed and disbelieved. It shows how Allah can uproot the arrogant and rebellious from their positions of security and authority when they transgress the limits set by Him. The verse also emphasizes the importance of reflection and drawing lessons from the incidents mentioned, especially for those who possess insight and understanding.",هو الذي أخرج الذين كفروا من أهل الكتاب من ديارهم لأول الحشر ما ظننتم أن يخرجوا وظنوا أنهم مانعتهم حصونهم من الله فأتاهم الله من حيث لم يحتسبوا وقذف في قلوبهم الرعب يخربون بيوتهم بأيديهم وأيدي المؤمنين فاعتبروا يا أولي الأبصار
5128,59,3,"And if it were not that Allah had decreed for them evacuation, He would have punished them in this world, and for them in the Hereafter is the punishment of the Fire.","This verse illustrates that sometimes people may seemingly escape punishment in this world, but if it's not for God's divine decree of mercy or wisdom, they would face consequences in the Hereafter. It serves as a reminder of divine justice and warn those who do wrong that they cannot evade accountability forever.",ولولا أن كتب الله عليهم الجلاء لعذبهم في الدنيا ولهم في الآخرة عذاب النار
5129,59,4,"That is because they opposed Allah and His Messenger. And whoever opposes Allah - then indeed, Allah is severe in penalty.","This verse emphasizes that those who go against the commands of Allah and His Messenger will face severe consequences. It serves as a warning to believers to stay obedient and not challenge the will of Allah, as He is strict in punishment for those who defy Him.",ذلك بأنهم شاقوا الله ورسوله ومن يشاق الله فإن الله شديد العقاب
5130,59,5,"Whatever you cut down of a palm tree or left standing on its roots, it was by permission of Allah and so He would disgrace the defiantly disobedient.","This verse emphasizes that everything that happens, even the cutting down or leaving standing of a palm tree, occurs by the permission of Allah. It serves as a reminder that ultimately, all events are under the control of Allah, and He allows them to happen for a purpose. It also warns the wrongdoers that those who openly disobey Allah will ultimately be disgraced.",ما قطعتم من لينة أو تركتموها قائمة على أصولها فبإذن الله وليخزي الفاسقين
5131,59,6,"And what Allah restored to His Messenger from the people of the towns - it is for Allah and for the Messenger and for [his] near relatives and orphans and the [stranded] traveler - so that it will not be a perpetual distribution among the rich from among you. And whatever the Messenger has given you - take; and what he has forbidden you - refrain from. And fear Allah; indeed, Allah is severe in penalty.","This verse emphasizes the importance of obeying the commands of Allah and His Messenger. It highlights that everything given to the Messenger is under the control of Allah and is intended for specific recipients like the Messenger himself, his relatives, orphans, and travelers, rather than for the wealthy elite. The verse calls for following the guidance of the Messenger and refraining from what he forbids. It stresses the need to be mindful of Allah's authority and the consequences of disobedience.",وما أفاء الله على رسوله منهم فما أوجفتم عليه من خيل ولا ركاب ولكن الله يسلط رسله على من يشاء والله على كل شيء قدير
5132,59,7,"Whatever Allah has restored to His Messenger from the people of the towns is for Allah, the Messenger, the near of kin, the orphans, the needy, and the wayfarer, so that it may not circulate solely among those of you who are rich. And whatever the Messenger gives you, take it; and whatever he forbids you, abstain from it. And fear Allah; surely, Allah is severe in retribution.","This verse emphasizes the distribution of wealth and resources in a just and equitable manner by outlining those who deserve a share including the Prophet, his kin, orphans, the needy, and travelers. It also instructs the believers to follow the guidance and prohibitions of the Messenger, and to be mindful of God's commandments, as God is just and strict in enforcing His laws.",ما أفاء الله على رسوله من أهل القرى فلله وللرسول ولذي القربى واليتامى والمساكين وابن السبيل كي لا يكون دولة بين الأغنياء منكم وما آتاكم الرسول فخذوه وما نهاكم عنه فانتهوا واتقوا الله إن الله شديد العقاب
5133,59,8,"To the poor emigrants who were expelled from their homes and properties, seeking bounty from Allah and approval and supporting Allah and His Messenger. Those are the truthful.","This verse speaks about the sincere and truthful believers among the poor migrants who were forced out of their homes and lands, seeking the bounty and approval of Allah. They support and uphold Allah and His Messenger, showing their true dedication and faith.",للفقراء المهاجرين الذين أخرجوا من ديارهم وأموالهم يبتغون فضلا من الله ورضوانا وينصرون الله ورسوله أولئك هم الصادقون
5134,59,9,"And [also for] those who were settled in al-Madinah and [adopted] the faith before them. They love those who emigrated to them and find not any want in their breasts of what the emigrants were given but give [them] preference over themselves, even though they are in privation. And whoever is protected from the stinginess of his soul - it is those who will be the successful.","This verse highlights the virtue of the Ansar (the Helpers) who welcomed and supported the Muhajirun (the Emigrants) in Al-Madinah. It emphasizes the generosity, selflessness, and love that the Ansar showed towards the Muhajirun, even though they themselves were not wealthy. The verse praises those who overcome their greed and prioritize the well-being of others over their own needs, stating that they are the ones who will achieve success.",والذين تبوءوا الدار والإيمان من قبلهم يحبون من هاجر إليهم ولا يجدون في صدورهم حاجة مما أوتوا ويؤثرون على أنفسهم ولو كان بهم خصاصة ومن يوق شح نفسه فأولئك هم المفلحون
5135,59,10,"And those who came after them say, ""Our Lord, forgive us and our brothers who preceded us in faith and put not in our hearts any resentment toward those who have believed. Our Lord, indeed You are Kind and Merciful.""","This verse emphasizes the importance of unity and compassion among believers. It teaches Muslims to seek forgiveness not only for themselves but also for their fellow believers who came before them. Additionally, it advises against harboring ill feelings or resentment towards other believers. The verse highlights the qualities of kindness and mercy as essential virtues in Islam.",والذين جاءوا من بعدهم يقولون ربنا اغفر لنا ولإخواننا الذين سبقونا بالإيمان ولا تجعل في قلوبنا غلا للذين آمنوا ربنا إنك رءوف رحيم
5136,59,11,"Have you not considered those who hypocritically say to their brothers who disbelieved among the People of the Scripture, 'If you are expelled, we will surely leave with you, and we will not obey, in regard to you, anyone ever; and if you are fought, we will surely aid you.' But Allah testifies that they are liars.","This verse highlights the deceitful nature of the hypocrites who claim allegiance to both sides but are actually deceptive in their intentions. They pretend to support the Muslims when in reality, they side with the disbelievers. It serves as a warning against hypocrisy and the importance of genuine intentions and loyalty.",ألم تر إلى الذين نافقوا يقولون لإخوانهم الذين كفروا من أهل الكتاب لئن أخرجتم لنخرجن معكم ولا نطيع فيكم أحدا أبدا وإن قوتلتم لننصرنكم والله يشهد إنهم لكاذبون
5137,59,12,"If they are driven out, they do not leave with them, and if they are fought, they do not help them. And if they help them, they will turn their backs; then [there will be] no help.","This verse highlights the fickle and untrustworthy nature of some people who may claim to support and assist others, but when the time comes for them to fulfill their promises and offer help, they show their true colors by abandoning those in need. It warns against false alliances and insincere friendships, emphasizing the importance of choosing companions and allies wisely.",لئن أخرجوا لا يخرجون معهم ولئن قوتلوا لا ينصرونهم ولئن نصروهم ليولن الأدبار ثم لا ينصرون
5138,59,13,For they fear you more than they fear Allah- but how little do they reflect!,This verse highlights a warning about people who fear and respect worldly authority more than the authority of Allah. It emphasizes that such people lack understanding and fail to reflect on the real importance of fearing Allah above all else.,لأنتم أشد رهبة في صدورهم من الله ذلك بأنهم قوم لا يفقهون
5139,59,14,"They will not fight you all except within fortified cities or from behind walls. Their violence among themselves is severe. You think they are together, but their hearts are diverse. That is because they are a people who do not reason.","This verse describes the tactics of those who oppose believers, indicating that they are not likely to engage in open combat but rather resort to attacking from fortified positions or through deceitful means. It underscores the disunity and lack of coherence among such opponents, cautioning believers to be aware of the varying intentions within this group. The verse highlights the importance of critical thinking and understanding in dealing with adversaries.",لا يقاتلونكم جميعا إلا في قرى محصنة أو من وراء جدر بأسهم بينهم شديد تحسبهم جميعا وقلوبهم شتى ذلك بأنهم قوم لا يعقلون
5140,59,15,"Like those before them shortly tasted the evil consequences of their affair, and they will have a painful punishment.","This verse emphasizes the inevitability and justice of divine retribution for those who defy the guidance and warnings provided by God. It serves as a reminder that those who came before faced the consequences of their actions, and those who persist in wrongdoing will also experience the painful punishment awaiting them. It underlines the importance of heeding the lessons of the past and adhering to the teachings and commands of God to avoid similar consequences.",كمثل الذين من قبلهم قريبا ذاقوا وبال أمرهم ولهم عذاب أليم
5141,59,16,"And the example of the devil, when he says to man, 'Disbelieve.' But when he disbelieves, he says, 'Indeed, I am disassociated from you. Indeed, I fear Allah, Lord of the worlds.'","This verse serves as an example illustrating the deception of Satan. It highlights how Satan entices individuals to disbelief by whispering doubts and temptations, only to distance himself when his influence leads them astray. The verse emphasizes the cunning nature of Satan and warns believers to be vigilant against his deceitful tactics. It also underscores the importance of fearing Allah, the Lord of all creation, as a means of protection against falling into the traps set by Satan.",كمثل الشيطان إذ قال للإنسان اكفر فلما كفر قال إني بريء منك إني أخاف الله رب العالمين
5142,59,17,"So the outcome for both of them is that they will be in the Fire, abiding eternally therein. And that is the recompense of the wrongdoers.","This verse from the Qur'an highlights the consequence awaiting those who commit wrongdoing and fail to seek repentance. It serves as a warning about the punishment that awaits the unjust and unrepentant souls in the Hereafter, emphasizing that the Fire is the ultimate abode for those who persist in injustice and disobedience.",فكان عاقبتهما أنهما في النار خالدين فيها وذلك جزاء الظالمين
5143,59,18,"O you who have believed, fear Allah. And let every soul look to what it has put forth for tomorrow - and fear Allah. Indeed, Allah is Acquainted with what you do.","This verse is a reminder to the believers to be mindful of their actions and their intentions. It emphasizes the importance of fearing Allah, being conscious of Him, and being aware of accountability for our deeds. It encourages self-reflection and urges individuals to consider the consequences of their actions, both in this life and in the hereafter, as Allah is fully aware of all that we do.",يا أيها الذين آمنوا اتقوا الله ولتنظر نفس ما قدمت لغد واتقوا الله إن الله خبير بما تعملون
5144,59,19,"And be not like those who forgot Allah, so He made them forget themselves. Those are the defiantly disobedient.","This verse warns against forgetting or neglecting Allah, the consequences of which are severe. Those who forget Allah end up losing touch with their own souls and ultimately become disobedient and deviate from the path of righteousness. It serves as a reminder to never lose sight of the importance of remembering Allah in all aspects of life in order to maintain spiritual well-being and righteousness.",ولا تكونوا كالذين نسوا الله فأنساهم أنفسهم أولئك هم الفاسقون
5145,59,20,The dwellers of the Fire and the dwellers of Paradise are not equal; the dwellers of Paradise are the winners.,"This verse emphasizes the fundamental difference between the fate of those who will be in Hell and those who will be in Paradise. It clarifies that the two groups are not equal in their outcomes, with the people of Paradise being the triumphant ones. The verse serves as a reminder of the ultimate reward and punishment awaiting individuals based on their actions and faith in this life.",لا يستوي أصحاب النار وأصحاب الجنة أصحاب الجنة هم الفائزون
5146,59,21,"Had We sent down this Qur'an upon a mountain, you would have seen it humbled and coming apart from the fear of Allah. And these examples We present to the people that perhaps they will give thought.","This verse emphasizes the power and significance of the Qur'an by illustrating that if it were to be revealed on a mountain, the mountain would crumble out of awe and fear of Allah. The verse also highlights the importance of reflecting on the examples and teachings provided in the Qur'an, encouraging people to contemplate its messages and gain deeper understanding.",لو أنزلنا هذا القرآن على جبل لرأيته خاشعا متصدعا من خشية الله وتلك الأمثال نضربها للناس لعلهم يتفكرون
5147,59,22,"He is Allah, other than whom there is no deity, Knower of the unseen and the witnessed. He is the Entirely Merciful, the Especially Merciful.","This verse highlights the belief in the oneness of Allah, who is the All-Knowing of both the unseen and the witnessed. It emphasizes His attributes of mercy and compassion, being Most Gracious and Most Merciful towards His creation.",هو الله الذي لا إله إلا هو عالم الغيب والشهادة هو الرحمن الرحيم
5148,59,23,"He is Allah, other than whom there is no deity, the Sovereign, the Pure, the Perfection, the Source of Faith, the Preserver, the Mighty, the Compeller, the Supreme. Exalted is Allah above whatever they associate with Him.","This verse highlights the unique and supreme qualities of Allah. It emphasizes the oneness of Allah as the only deity worthy of worship, and describes Him using powerful and majestic attributes such as Sovereign, Pure, Preserver, and Mighty. The verse also underscores the greatness and grandeur of Allah by stating that He is exalted above any partners or associations that people may attribute to Him.",هو الله الذي لا إله إلا هو الملك القدوس السلام المؤمن المهيمن العزيز الجبار المتكبر سبحان الله عما يشركون
5149,59,24,"He is Allah, the Creator, the Inventor, the Fashioner; to Him belong the best names. Whatever is in the heavens and earth is exalting Him. And He is the Exalted in Might, the Wise.","This verse emphasizes the divine attributes of Allah as the Creator, the Inventor, and the Fashioner, highlighting His uniqueness and power in shaping all existence. It also underscores the idea that everything in the heavens and the earth glorifies and praises Allah, emphasizing His supreme authority and wisdom.",هو الله الخالق البارئ المصور له الأسماء الحسنى يسبح له ما في السماوات والأرض وهو العزيز الحكيم
5150,60,1,"O you who have believed, do not take My enemies and your enemies as allies, extending to them affection while they have disbelieved in what came to you of the truth, having driven out the Prophet and yourselves [only] because you believe in Allah, your Lord. If you have come out for jihad in My cause and seeking means to My approval, [do] take them not as friends. You confide to them affection, but I am most knowing of what you have concealed and what you have declared. And whoever does it among you has certainly strayed from the soundness of the way.","This verse warns the believers against taking as allies those who are openly hostile to Islam and to them. It emphasizes the importance of staying true to one's faith and principles, even if it means facing hardship. The verse also highlights the importance of sincerity and honesty in one's actions, reminding believers that nothing is hidden from Allah, and those who compromise their faith for the sake of worldly gains have indeed deviated from the right path.",يا أيها الذين آمنوا لا تتخذوا عدوي وعدوكم أولياء تلقون إليهم بالمودة وقد كفروا بما جاءكم من الحق يخرجون الرسول وإياكم أن تؤمنوا بالله ربكم إن كنتم خرجتم جهادا في سبيلي وابتغاء مرضاتي تسرون إليهم بالمودة وأنا أعلم بما أخفيتم وما أعلنتم ومن يفعله منكم فقد ضل سواء السبيل
5151,60,2,"If they gain dominance over you, they would be to you as enemies and extend against you their hands and their tongues with evil, and they wish you would disbelieve.","This verse warns the believers that if the disbelievers gain power over them, they will act as enemies and harm them through physical and verbal aggression, and they would desire for the believers to abandon their faith. It serves as a reminder to the believers to remain steadfast in their faith and not be swayed by the hostility of the disbelievers.",إن يثقفوكم يكونوا لكم أعداء ويبسطوا إليكم أيديهم وألسنتهم بالسوء وودوا لو تكفرون
5152,60,3,"Your kindred and your children will not avail you on the Day of Resurrection; He will decide between you. And Allah, of what you do, is Seeing.","This verse emphasizes that on the Day of Resurrection, no relationships or children will be of benefit to a person in front of Allah. Each person will be judged based on their own actions and deeds, without favoritism towards family ties. It serves as a reminder that ultimately, our actions and deeds are what will determine our fate in the Hereafter.",لن تنفعكم أرحامكم ولا أولادكم يوم القيامة يفصل بينكم والله بما تعملون بصير
5153,60,4,"Indeed, there has been an excellent example for you in Abraham and those with him when they said to their people, 'Indeed, we are disassociated from you and from whatever you worship other than Allah. We have denied you, and there has appeared between us and you animosity and hatred forever until you believe in Allah alone - except for the saying of Abraham to his father, 'I will surely ask forgiveness for you, but I have not [power to do] for you anything against Allah.' Our Lord, upon You we have relied, and to You we have returned, and to You is the destination.'''","This verse highlights the exemplary behavior of Prophet Abraham and those who were with him in their unwavering belief in the oneness of Allah. They were willing to disassociate themselves from those who worshipped other than Allah, even if it meant facing animosity and hatred. The verse also emphasizes the importance of relying on Allah and returning to Him in all matters, as Abraham did when he prayed for forgiveness for his father while recognizing that only Allah has the power to grant forgiveness.",قد كانت لكم أسوة حسنة في إبراهيم والذين معه إذ قالوا لقومهم إنا برآء منكم ومما تعبدون من دون الله كفرنا بكم وبدا بيننا وبينكم العداوة والبغضاء أبدا حتى تؤمنوا بالله وحده إلا قول إبراهيم لأبيه لأستغفرن لك وما أملك لك من الله من شيء ربنا عليك توكلنا وإليك أنبنا وإليك المصير
5154,60,5,"Our Lord, do not make us a trial for those who have disbelieved and forgive us, our Lord. Indeed, You are the Exalted in Might, the Wise.","This verse is a supplication to Allah, asking Him to protect the believers from becoming a source of trial or temptation for those who have chosen to disbelieve. The believers are asking for forgiveness and mercy from Allah, acknowledging His power and wisdom in handling all matters. It highlights the believers' reliance on Allah's strength and knowledge in seeking protection, guidance, and forgiveness.",ربنا لا تجعلنا فتنة للذين كفروا واغفر لنا ربنا إنك أنت العزيز الحكيم
5155,60,6,"Indeed in the Messenger of Allah you have a good example for those who look to Allah and the Last Day, and remember Allah often.","This verse emphasizes the importance of following the example of the Messenger of Allah, Prophet Muhammad (peace be upon him), for those who believe in Allah and the Day of Judgment. It encourages believers to emulate the virtues and behaviors of the Prophet as a source of guidance in their lives. The verse also highlights that Allah is self-sufficient and worthy of all praise, reinforcing the idea that following the Prophet's example leads to spiritual growth and closeness to Allah.",لقد كان لكم فيهم أسوة حسنة لمن كان يرجو الله واليوم الآخر ومن يتول فإن الله هو الغني الحميد
5156,60,7,"Perhaps Allah will put between you and those whom you have enmity some friendship. And Allah is competent, and Allah is Forgiving and Merciful.","This verse emphasizes the hope that Allah may mend relationships and create love and understanding between individuals who were previously enemies. It highlights Allah's power to bring about reconciliation and His forgiving and merciful nature, encouraging believers to strive for forgiveness and peaceful resolutions in their relationships.",عسى الله أن يجعل بينكم وبين الذين عاديتم منهم مودة والله قدير والله غفور رحيم
5157,60,8,"Allah does not forbid you from those who do not fight you because of religion and do not expel you from your homes - from being righteous toward them and acting justly toward them. Indeed, Allah loves those who act justly.","This verse from the Qur'an emphasizes the importance of maintaining justice and kindness towards those who do not pose a threat to you or your faith. It highlights the Islamic principle of treating others with fairness and kindness, regardless of their beliefs or backgrounds. The verse teaches Muslims to deal with non-Muslims in a just and respectful manner, as righteousness and fairness are qualities that are beloved by Allah.",لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم أن تبروهم وتقسطوا إليهم إن الله يحب المقسطين
5158,60,9,"Allah only forbids you from those who fight you because of religion and expel you from your homes and aid in your expulsion - [forbids] that you make allies of them. And whoever makes allies of them, then it is those who are the wrongdoers.","This verse is a reminder to the believers that Allah prohibits them from befriending or allying with those who have fought against them due to their faith, evicted them from their homes, and assisted in their expulsion. It serves as a warning to maintain loyalty with those who share a common faith and not to align with those who have shown enmity towards the believers and their beliefs.",إنما ينهاكم الله عن الذين قاتلوكم في الدين وأخرجوكم من دياركم وظاهروا على إخراجكم أن تولوهم ومن يتولهم فأولئك هم الظالمون
